DD/MM/YYYY HH:MM:SS , time , count0 , count1 , count2 , count3 , count4 , count5 , adc0 , adc1 , adc2 , adc3
10/04/2024 10:55:43 , 2435 ,81 , 99107 , 80 , 40 , 37 , 2091 , 
10/04/2024 10:55:48 , 7438 ,230 , 256901 , 220 , 125 , 115 , 5434 , 
10/04/2024 10:55:53 , 12441 ,376 , 414139 , 359 , 189 , 177 , 8718 , 
10/04/2024 10:55:58 , 17444 ,530 , 571988 , 509 , 258 , 244 , 12147 , 
10/04/2024 10:56:03 , 22447 ,704 , 729904 , 673 , 331 , 315 , 15518 , 
10/04/2024 10:56:08 , 27450 ,866 , 887524 , 829 , 413 , 392 , 18751 , 
10/04/2024 10:56:13 , 32452 ,1023 , 1045036 , 977 , 487 , 462 , 22083 , 
10/04/2024 10:56:18 , 37455 ,1165 , 1202465 , 1115 , 559 , 528 , 25284 , 
10/04/2024 10:56:23 , 42458 ,1325 , 1359170 , 1269 , 634 , 601 , 28506 , 
10/04/2024 10:56:28 , 47461 ,1461 , 1516557 , 1404 , 705 , 670 , 31802 , 
10/04/2024 10:56:33 , 52464 ,1605 , 1674160 , 1540 , 775 , 738 , 35160 , 
10/04/2024 10:56:38 , 57467 ,1736 , 1831710 , 1666 , 850 , 813 , 38479 , 
10/04/2024 10:56:43 , 62470 ,1875 , 1989028 , 1801 , 925 , 882 , 41820 , 
10/04/2024 10:56:48 , 67473 ,2031 , 2147069 , 1946 , 1005 , 956 , 45156 , 
10/04/2024 10:56:53 , 72476 ,2178 , 2304334 , 2087 , 1075 , 1025 , 48435 , 
10/04/2024 10:56:58 , 77479 ,2312 , 2461951 , 2214 , 1143 , 1090 , 51734 , 
