Vth/V,HV/kV,I/uA,Uncertainty/uA,Numerator,Denominator,Efficiency/%,Error in eff/%
1.8,5.70,0.21,0.02,508,1249,40.67,1.4
1.8,5.80,0.28,0.02,598,1042,57.39,1.5
1.8,5.85,0.33,0.03,804,1251,64.27,1.4
1.8,5.90,0.42,0.04,783,1147,68.27,1.4
1.8,5.95,0.50,0.05,721,1028,70.14,1.4
1.8,6.00,0.60,0.05,807,1052,76.71,1.3
1.8,6.05,0.76,0.05,927,1346,68.87,1.3
1.8,6.10,0.87,0.07,975,1275,76.47,1.2
1.8,6.15,1.1,0.1,921,1126,81.79,1.2
1.8,6.20,1.3,0.2,818,1002,81.64,1.2
1.8,6.05,0.75,0.05,861,1105,77.92,1.2
