DD/MM/YYYY HH:MM:SS , time , count0 , count1 , count2 , count3 , count4 , count5 , adc0 , adc1 , adc2 , adc3
10/04/2024 09:38:35 , 2777 ,103 , 407 , 89 , 49 , 41 , 3219 , 
10/04/2024 09:38:40 , 7780 ,239 , 972 , 206 , 126 , 100 , 7155 , 
10/04/2024 09:38:45 , 12783 ,397 , 1493 , 344 , 218 , 176 , 11164 , 
10/04/2024 09:38:50 , 17786 ,534 , 2025 , 460 , 295 , 235 , 15189 , 
10/04/2024 09:38:55 , 22789 ,691 , 2562 , 592 , 374 , 298 , 19184 , 
10/04/2024 09:39:00 , 27792 ,843 , 3084 , 723 , 454 , 361 , 23200 , 
10/04/2024 09:39:05 , 32795 ,984 , 3604 , 841 , 519 , 410 , 27116 , 
10/04/2024 09:39:10 , 37798 ,1139 , 4147 , 976 , 606 , 481 , 31076 , 
10/04/2024 09:39:15 , 42801 ,1288 , 4732 , 1100 , 679 , 535 , 35018 , 
10/04/2024 09:39:20 , 47804 ,1442 , 5269 , 1225 , 766 , 600 , 39029 , 
10/04/2024 09:39:25 , 52807 ,1606 , 5830 , 1361 , 848 , 665 , 43143 , 
10/04/2024 09:39:30 , 57810 ,1747 , 6333 , 1481 , 917 , 723 , 47158 , 
10/04/2024 09:39:35 , 62813 ,1911 , 6876 , 1619 , 997 , 791 , 51209 , 
10/04/2024 09:39:40 , 67815 ,2063 , 7365 , 1743 , 1076 , 850 , 55293 , 
10/04/2024 09:39:45 , 72818 ,2203 , 7919 , 1860 , 1139 , 901 , 59206 , 
10/04/2024 09:39:50 , 77821 ,2351 , 8475 , 1995 , 1226 , 974 , 63177 , 
10/04/2024 09:39:55 , 82824 ,2517 , 9026 , 2140 , 1301 , 1041 , 67253 , 
10/04/2024 09:40:00 , 87827 ,2669 , 9563 , 2273 , 1380 , 1113 , 71185 , 
