DD/MM/YYYY HH:MM:SS , time , count0 , count1 , count2 , count3 , count4 , count5 , adc0 , adc1 , adc2 , adc3
10/04/2024 09:48:40 , 4381 ,160 , 7304334 , 150 , 77 , 60 , 4373 , 
10/04/2024 09:48:45 , 9385 ,311 , 13956134 , 285 , 153 , 115 , 8423 , 
10/04/2024 09:48:50 , 14387 ,470 , 20613794 , 424 , 234 , 182 , 12460 , 
10/04/2024 09:48:55 , 19390 ,626 , 27267432 , 574 , 327 , 258 , 16475 , 
10/04/2024 09:49:00 , 24393 ,763 , 33917773 , 700 , 401 , 315 , 20439 , 
10/04/2024 09:49:05 , 29396 ,926 , 40557658 , 850 , 491 , 387 , 24392 , 
10/04/2024 09:49:10 , 34399 ,1082 , 47199477 , 987 , 573 , 455 , 28415 , 
10/04/2024 09:49:15 , 39402 ,1211 , 53841805 , 1108 , 651 , 515 , 32422 , 
10/04/2024 09:49:20 , 44405 ,1351 , 60482879 , 1235 , 726 , 572 , 36388 , 
10/04/2024 09:49:25 , 49408 ,1497 , 67122219 , 1367 , 795 , 625 , 40406 , 
10/04/2024 09:49:30 , 54416 ,1658 , 73778381 , 1512 , 881 , 697 , 44437 , 
10/04/2024 09:49:35 , 59419 ,1813 , 80431274 , 1652 , 964 , 761 , 48526 , 
10/04/2024 09:49:40 , 64421 ,1965 , 87084300 , 1784 , 1054 , 828 , 52489 , 
10/04/2024 09:49:45 , 69424 ,2139 , 93732820 , 1940 , 1140 , 900 , 56458 , 
10/04/2024 09:49:50 , 74427 ,2312 , 100383006 , 2094 , 1231 , 973 , 60543 , 
10/04/2024 09:49:55 , 79430 ,2457 , 107029446 , 2222 , 1295 , 1025 , 64435 , 
10/04/2024 09:50:00 , 84433 ,2622 , 113680859 , 2371 , 1384 , 1098 , 68325 , 
10/04/2024 09:50:05 , 89436 ,2759 , 120328810 , 2495 , 1447 , 1151 , 72299 , 
10/04/2024 09:50:10 , 94439 ,2893 , 126981370 , 2618 , 1518 , 1210 , 76263 , 
10/04/2024 09:50:15 , 99442 ,3050 , 133635085 , 2758 , 1602 , 1279 , 80291 , 
