Vth/V,HV/kV,I/uA,Uncertainty/uA,Numerator,Denominator,Efficiency/%,Error in eff/%
1.6,6.05,0.75,0.05,947,1269,74.63,1.2
1.7,6.05,0.75,0.05,790,1033,76.48,1.3
1.8,6.05,0.75,0.05,954,1208,78.97,1.2
1.9,6.05,0.75,0.05,1065,1442,73.86,1.2
2.0,6.05,0.75,0.05,771,996,77.41,1.3
2.1,6.05,0.75,0.05,885,1179,75.06,1.3
2.2,6.05,0.75,0.05,644,1014,63.51,1.5
2.3,6.05,0.75,0.05,51,1676,3.04,0.4
2.4,6.05,0.75,0.05,0,458,0.00,0.0
