Vth/V,HV/kV,I/uA,Uncertainty/uA,Numerator,Denominator,Efficiency/%,Error in eff/%
1.6,6.50,0.81,0.07,804,1147,70.10,1.4
1.7,6.50,0.81,0.07,1176,1600,73.50,1.1
1.8,6.50,0.81,0.07,806,1098,73.41,1.3
1.9,6.50,0.81,0.07,1055,1392,75.79,1.1
2.0,6.50,0.81,0.07,887,1189,74.60,1.3
2.1,6.50,0.81,0.07,1051,1421,73.96,1.2
2.2,6.50,0.81,0.07,630,1044,60.34,1.5
2.3,6.50,0.81,0.07,860,1566,54.92,1.3
2.4,6.50,0.81,0.07,19,1712,1.11,0.3
