DD/MM/YYYY HH:MM:SS , time , count0 , count1 , count2 , count3 , count4 , count5 , adc0 , adc1 , adc2 , adc3
10/04/2024 10:04:33 , 3565 ,131 , 222 , 93 , 60 , 37 , 2900 , 
10/04/2024 10:04:38 , 8568 ,291 , 479 , 203 , 154 , 93 , 6147 , 
10/04/2024 10:04:43 , 13571 ,436 , 705 , 295 , 227 , 137 , 9515 , 
10/04/2024 10:04:48 , 18573 ,589 , 940 , 393 , 305 , 182 , 12795 , 
10/04/2024 10:04:53 , 23577 ,721 , 1175 , 487 , 381 , 230 , 16043 , 
10/04/2024 10:04:58 , 28580 ,868 , 1419 , 581 , 465 , 279 , 19384 , 
10/04/2024 10:05:03 , 33583 ,1044 , 1674 , 700 , 566 , 340 , 22682 , 
10/04/2024 10:05:08 , 38586 ,1191 , 1937 , 807 , 637 , 384 , 25944 , 
10/04/2024 10:05:13 , 43589 ,1324 , 2159 , 893 , 709 , 428 , 29131 , 
10/04/2024 10:05:18 , 48592 ,1479 , 2395 , 989 , 801 , 490 , 32494 , 
10/04/2024 10:05:23 , 53595 ,1627 , 2634 , 1087 , 881 , 529 , 35776 , 
10/04/2024 10:05:28 , 58598 ,1781 , 2916 , 1199 , 965 , 581 , 39054 , 
10/04/2024 10:05:33 , 63601 ,1933 , 3158 , 1299 , 1054 , 628 , 42375 , 
10/04/2024 10:05:38 , 68604 ,2058 , 3373 , 1389 , 1119 , 673 , 45638 , 
10/04/2024 10:05:43 , 73607 ,2218 , 3637 , 1496 , 1209 , 725 , 48998 , 
10/04/2024 10:05:48 , 78610 ,2371 , 3872 , 1594 , 1288 , 770 , 52250 , 
10/04/2024 10:05:53 , 83613 ,2531 , 4118 , 1704 , 1375 , 819 , 55526 , 
10/04/2024 10:05:58 , 88616 ,2677 , 4354 , 1798 , 1449 , 861 , 58821 , 
10/04/2024 10:06:03 , 93619 ,2841 , 4602 , 1902 , 1544 , 918 , 62175 , 
10/04/2024 10:06:08 , 98622 ,2977 , 4836 , 1986 , 1616 , 959 , 65418 , 
10/04/2024 10:06:13 , 103625 ,3115 , 5058 , 2081 , 1689 , 1011 , 68631 , 
