x_position,y_position,z_position_at_detection,detection_time_ns,starting_z_position,initial_velocity
0.8276632220731059,0.6092059638334638,4.0,103,34.0,0.29379660884
0.2645114543210212,0.7803938107636259,4.0,104,34.0,0.29379660884
0.5835030630777125,0.1807898757505635,4.0,105,34.0,0.29379660884
0.12616758846304588,0.36703910271549356,4.0,106,34.0,0.29379660884
0.4002490376613811,0.4290675969872805,4.0,107,34.0,0.29379660884
0.815505873975163,0.38999884990327915,4.0,108,34.0,0.29379660884
0.8283408069541913,0.9949986138075841,4.0,109,34.0,0.29379660884
0.07164987593861716,0.19879018880455734,4.0,110,34.0,0.29379660884
0.5159088911830974,0.8509726762812159,4.0,111,34.0,0.29379660884
0.2062640777816801,0.5644067230602814,4.0,112,34.0,0.29379660884
0.7513075376903395,0.9846220768056885,1.0,113,34.0,0.29379660884
0.7513075376903395,0.9846220768056885,4.0,113,34.0,0.29379660884
0.532274141193031,0.13506783974261694,1.0,114,34.0,0.29379660884
0.532274141193031,0.13506783974261694,4.0,114,34.0,0.29379660884
0.6901498809144178,0.8690991135843946,1.0,115,34.0,0.29379660884
0.6901498809144178,0.8690991135843946,4.0,115,34.0,0.29379660884
0.8284165651322493,0.4750827029779394,1.0,116,34.0,0.29379660884
0.8284165651322493,0.4750827029779394,4.0,116,34.0,0.29379660884
0.22949996366838232,0.5259829400530025,1.0,117,34.0,0.29379660884
0.22949996366838232,0.5259829400530025,4.0,117,34.0,0.29379660884
0.9372219099538782,0.1972444471068172,1.0,118,34.0,0.29379660884
0.9372219099538782,0.1972444471068172,4.0,118,34.0,0.29379660884
0.520269007969278,0.12122363032450678,1.0,119,34.0,0.29379660884
0.520269007969278,0.12122363032450678,4.0,119,34.0,0.29379660884
0.37906826931190774,0.8287191330716464,1.0,120,34.0,0.29379660884
0.37906826931190774,0.8287191330716464,4.0,120,34.0,0.29379660884
0.48558840479055576,0.4242209258638494,1.0,121,34.0,0.29379660884
0.48558840479055576,0.4242209258638494,4.0,121,34.0,0.29379660884
0.6205772841280224,0.020685370091993782,1.0,122,34.0,0.29379660884
0.6205772841280224,0.020685370091993782,4.0,122,34.0,0.29379660884
0.7189078100055979,0.9095122757631993,1.0,123,34.0,0.29379660884
0.7189078100055979,0.9095122757631993,4.0,123,34.0,0.29379660884
0.33689993220369774,0.7734536153598699,1.0,124,34.0,0.29379660884
0.33689993220369774,0.7734536153598699,4.0,124,34.0,0.29379660884
0.35160737444968637,0.05909285585977586,1.0,125,34.0,0.29379660884
0.35160737444968637,0.05909285585977586,4.0,125,34.0,0.29379660884
0.5353060186484631,0.43500117434623287,1.0,126,34.0,0.29379660884
0.5353060186484631,0.43500117434623287,4.0,126,34.0,0.29379660884
0.8196078965960176,0.3333602460338695,1.0,127,34.0,0.29379660884
0.8196078965960176,0.3333602460338695,4.0,127,34.0,0.29379660884
0.9939818636910958,0.209258145443738,1.0,128,34.0,0.29379660884
0.9939818636910958,0.209258145443738,4.0,128,34.0,0.29379660884
0.2059758366924327,0.6528059325109548,1.0,129,34.0,0.29379660884
0.2059758366924327,0.6528059325109548,4.0,129,34.0,0.29379660884
0.48683279594738205,0.9398580712332194,1.0,130,34.0,0.29379660884
0.48683279594738205,0.9398580712332194,4.0,130,34.0,0.29379660884
0.37808460480822037,0.08607978030638674,1.0,131,34.0,0.29379660884
0.37808460480822037,0.08607978030638674,4.0,131,34.0,0.29379660884
0.9811407253076814,0.4464580395619683,1.0,132,34.0,0.29379660884
0.9811407253076814,0.4464580395619683,4.0,132,34.0,0.29379660884
0.1945359803286143,0.38450291071233256,1.0,133,34.0,0.29379660884
0.1945359803286143,0.38450291071233256,4.0,133,34.0,0.29379660884
0.1823880900168925,0.19811456986028264,1.0,134,34.0,0.29379660884
0.1823880900168925,0.19811456986028264,4.0,134,34.0,0.29379660884
0.12113959803103014,0.36400175695056025,1.0,135,34.0,0.29379660884
0.12113959803103014,0.36400175695056025,4.0,135,34.0,0.29379660884
0.32042377043851744,0.58916604027696,1.0,136,34.0,0.29379660884
0.32042377043851744,0.58916604027696,4.0,136,34.0,0.29379660884
0.04739148251261516,0.8680200497409037,1.0,137,34.0,0.29379660884
0.04739148251261516,0.8680200497409037,4.0,137,34.0,0.29379660884
0.3046161289660977,0.8492317397960016,1.0,138,34.0,0.29379660884
0.3046161289660977,0.8492317397960016,4.0,138,34.0,0.29379660884
0.22331595798374226,0.8733363531052023,1.0,139,34.0,0.29379660884
0.22331595798374226,0.8733363531052023,4.0,139,34.0,0.29379660884
0.3787158553515746,0.8761399104055432,1.0,140,34.0,0.29379660884
0.3787158553515746,0.8761399104055432,4.0,140,34.0,0.29379660884
0.22860732756546542,0.5371213076050316,1.0,141,34.0,0.29379660884
0.22860732756546542,0.5371213076050316,4.0,141,34.0,0.29379660884
0.6046347102887654,0.17433315458553356,1.0,142,34.0,0.29379660884
0.6046347102887654,0.17433315458553356,4.0,142,34.0,0.29379660884
0.6237479054910449,0.36195789328278416,1.0,143,34.0,0.29379660884
0.6237479054910449,0.36195789328278416,4.0,143,34.0,0.29379660884
0.4864865972482634,0.31406749611043416,1.0,144,34.0,0.29379660884
0.4864865972482634,0.31406749611043416,4.0,144,34.0,0.29379660884
0.20590668082653096,0.14634646574720545,1.0,145,34.0,0.29379660884
0.20590668082653096,0.14634646574720545,4.0,145,34.0,0.29379660884
0.7591571810502653,0.7234381654210641,1.0,146,34.0,0.29379660884
0.7591571810502653,0.7234381654210641,4.0,146,34.0,0.29379660884
0.4857839732796697,0.982720105639118,1.0,147,34.0,0.29379660884
0.4857839732796697,0.982720105639118,4.0,147,34.0,0.29379660884
0.9537543458264363,0.773888768717394,1.0,148,34.0,0.29379660884
0.9537543458264363,0.773888768717394,4.0,148,34.0,0.29379660884
0.7595352880167936,0.9997683014180546,1.0,149,34.0,0.29379660884
0.7595352880167936,0.9997683014180546,4.0,149,34.0,0.29379660884
0.29675961095411096,0.5977955820887964,1.0,150,34.0,0.29379660884
0.29675961095411096,0.5977955820887964,4.0,150,34.0,0.29379660884
0.7389860645126284,0.5385890267537384,1.0,151,34.0,0.29379660884
0.7389860645126284,0.5385890267537384,4.0,151,34.0,0.29379660884
