DD/MM/YYYY HH:MM:SS , time , count0 , count1 , count2 , count3 , count4 , count5 , adc0 , adc1 , adc2 , adc3
10/05/2024 15:47:22 , 2510 ,316959 , 36 , 2708803 , 5798590 , 1279409 , 1488473 , 
10/05/2024 15:47:27 , 7513 ,815877 , 97 , 6959966 , 14889628 , 3280965 , 3826308 , 
10/05/2024 15:47:32 , 12516 ,1312909 , 168 , 11204750 , 23986228 , 5276945 , 6162456 , 
10/05/2024 15:47:37 , 17519 ,1812508 , 231 , 15460732 , 33073905 , 7276777 , 8507277 , 
10/05/2024 15:47:42 , 22522 ,2312126 , 281 , 19716972 , 42163755 , 9276037 , 10851944 , 
10/05/2024 15:47:47 , 27525 ,2811154 , 334 , 23970984 , 51261044 , 11274753 , 13195366 , 
10/05/2024 15:47:52 , 32527 ,3309719 , 410 , 28219076 , 60353043 , 13267669 , 15537506 , 
10/05/2024 15:47:57 , 37530 ,3808512 , 471 , 32473637 , 69445325 , 15262240 , 17885822 , 
10/05/2024 15:48:02 , 42533 ,4307771 , 541 , 36726958 , 78534746 , 17258077 , 20231188 , 
10/05/2024 15:48:07 , 47536 ,4807383 , 606 , 40981606 , 87624078 , 19255376 , 22576852 , 
10/05/2024 15:48:12 , 52539 ,5305739 , 677 , 45233091 , 96706681 , 21253150 , 24918267 , 
10/05/2024 15:48:17 , 57542 ,5803321 , 742 , 49487734 , 105784526 , 23254735 , 27259397 , 
10/05/2024 15:48:22 , 62545 ,6304120 , 805 , 53743644 , 114883147 , 25251803 , 29605918 , 
10/05/2024 15:48:27 , 67548 ,6802183 , 875 , 57996033 , 123966770 , 27251324 , 31947584 , 
10/05/2024 15:48:32 , 72550 ,7300721 , 945 , 62254424 , 133048677 , 29253350 , 34292494 , 
10/05/2024 15:48:37 , 77553 ,7798397 , 997 , 66511716 , 142122596 , 31252426 , 36638866 , 
10/05/2024 15:48:42 , 82556 ,8298640 , 1078 , 70775797 , 151206019 , 33256586 , 38986881 , 
10/05/2024 15:48:47 , 87559 ,8797189 , 1131 , 75036595 , 160288614 , 35261527 , 41330949 , 
10/05/2024 15:48:52 , 92561 ,9297247 , 1186 , 79297979 , 169375161 , 37268243 , 43674192 , 
10/05/2024 15:48:57 , 97564 ,9796607 , 1234 , 83558321 , 178451885 , 39274475 , 46016625 , 
10/05/2024 15:49:02 , 102567 ,10296104 , 1294 , 87817675 , 187529216 , 41280553 , 48358175 , 
10/05/2024 15:49:07 , 107570 ,10796331 , 1364 , 92088694 , 196616153 , 43295342 , 50703161 , 
