DD/MM/YYYY HH:MM:SS , time , count0 , count1 , count2 , count3 , count4 , count5 , adc0 , adc1 , adc2 , adc3
10/05/2024 14:56:45 , 1621 ,0 , 0 , 209 , 176 , 141 , 148 , 
10/05/2024 14:56:50 , 6624 ,1 , 0 , 691 , 631 , 446 , 478 , 
10/05/2024 14:56:55 , 11627 ,2 , 0 , 1135 , 1104 , 749 , 767 , 
10/05/2024 14:57:00 , 16630 ,5 , 3 , 1562 , 1573 , 1036 , 1046 , 
10/05/2024 14:57:05 , 21633 ,5 , 3 , 2021 , 2021 , 1339 , 1340 , 
10/05/2024 14:57:10 , 26636 ,7 , 5 , 2477 , 2494 , 1650 , 1631 , 
10/05/2024 14:57:15 , 31639 ,9 , 6 , 2917 , 2937 , 1964 , 1931 , 
10/05/2024 14:57:20 , 36641 ,12 , 6 , 3394 , 3401 , 2289 , 2263 , 
10/05/2024 14:57:25 , 41644 ,12 , 6 , 3856 , 3836 , 2592 , 2568 , 
10/05/2024 14:57:30 , 46647 ,13 , 7 , 4288 , 4286 , 2879 , 2861 , 
10/05/2024 14:57:35 , 51650 ,13 , 7 , 4728 , 4726 , 3195 , 3139 , 
10/05/2024 14:57:40 , 56653 ,13 , 7 , 5161 , 5204 , 3492 , 3418 , 
10/05/2024 14:57:45 , 61656 ,13 , 7 , 5625 , 5700 , 3813 , 3739 , 
10/05/2024 14:57:50 , 66659 ,15 , 8 , 6101 , 6131 , 4131 , 4040 , 
10/05/2024 14:57:55 , 71662 ,16 , 8 , 6551 , 6553 , 4438 , 4327 , 
10/05/2024 14:58:00 , 76664 ,19 , 8 , 6956 , 7011 , 4729 , 4574 , 
10/05/2024 14:58:05 , 81667 ,21 , 8 , 7425 , 7478 , 5064 , 4891 , 
10/05/2024 14:58:10 , 86670 ,22 , 8 , 7890 , 7920 , 5380 , 5190 , 
10/05/2024 14:58:15 , 91673 ,24 , 10 , 8331 , 8353 , 5669 , 5493 , 
10/05/2024 14:58:20 , 96676 ,27 , 11 , 8801 , 8808 , 5995 , 5813 , 
10/05/2024 14:58:25 , 101679 ,28 , 11 , 9294 , 9280 , 6320 , 6147 , 
10/05/2024 14:58:30 , 106682 ,28 , 11 , 9746 , 9712 , 6607 , 6477 , 
10/05/2024 14:58:35 , 111685 ,31 , 14 , 10189 , 10139 , 6910 , 6774 , 
10/05/2024 14:58:40 , 116688 ,32 , 14 , 10630 , 10598 , 7212 , 7062 , 
10/05/2024 14:58:45 , 121691 ,34 , 14 , 11084 , 11051 , 7516 , 7364 , 
10/05/2024 14:58:50 , 126694 ,34 , 14 , 11530 , 11497 , 7817 , 7652 , 
10/05/2024 14:58:55 , 131697 ,37 , 15 , 12007 , 11895 , 8144 , 7970 , 
10/05/2024 14:59:00 , 136700 ,39 , 17 , 12444 , 12373 , 8445 , 8250 , 
10/05/2024 14:59:05 , 141703 ,40 , 18 , 12923 , 12869 , 8774 , 8569 , 
10/05/2024 14:59:10 , 146706 ,41 , 19 , 13420 , 13273 , 9111 , 8890 , 
10/05/2024 14:59:15 , 151709 ,42 , 20 , 13890 , 13707 , 9429 , 9189 , 
10/05/2024 14:59:20 , 156712 ,45 , 22 , 14346 , 14147 , 9741 , 9496 , 
10/05/2024 14:59:25 , 161715 ,46 , 22 , 14808 , 14647 , 10061 , 9792 , 
10/05/2024 14:59:30 , 166718 ,51 , 27 , 15284 , 15078 , 10397 , 10100 , 
10/05/2024 14:59:35 , 171721 ,51 , 27 , 15718 , 15523 , 10697 , 10379 , 
10/05/2024 14:59:40 , 176724 ,51 , 27 , 16202 , 15948 , 11020 , 10712 , 
10/05/2024 14:59:45 , 181727 ,53 , 28 , 16674 , 16398 , 11342 , 11012 , 
10/05/2024 14:59:50 , 186730 ,54 , 28 , 17124 , 16842 , 11651 , 11304 , 
10/05/2024 14:59:55 , 191733 ,55 , 29 , 17572 , 17323 , 11953 , 11596 , 
10/05/2024 15:00:00 , 196736 ,57 , 30 , 18060 , 17774 , 12306 , 11898 , 
10/05/2024 15:00:05 , 201739 ,59 , 31 , 18561 , 18196 , 12677 , 12218 , 
10/05/2024 15:00:10 , 206742 ,65 , 34 , 19024 , 18631 , 13002 , 12508 , 
10/05/2024 15:00:15 , 211745 ,66 , 34 , 19486 , 19056 , 13313 , 12820 , 
10/05/2024 15:00:20 , 216748 ,66 , 34 , 19936 , 19506 , 13605 , 13123 , 
10/05/2024 15:00:25 , 221751 ,68 , 35 , 20365 , 19993 , 13896 , 13419 , 
10/05/2024 15:00:30 , 226754 ,72 , 37 , 20829 , 20441 , 14225 , 13715 , 
10/05/2024 15:00:35 , 231757 ,73 , 38 , 21267 , 20893 , 14522 , 14008 , 
10/05/2024 15:00:40 , 236760 ,73 , 38 , 21736 , 21350 , 14835 , 14324 , 
